Unique_ID,Category,Review_Header,Review_text,Rating,Own_Rating
138122,mobile accessories,3,Is good,4,Positive
147463,smartTv,Worst Laptop,"Not good enough for use, Worst sound Quality and Worst touch pad.",2,Negative
130688,smartTv,Works good,Good quality,5,Positive
150358,mobile,Dead phone on first day,Phone dead on the first day ofbuse,1,Negative
138525,mobile,Fabulous,It is an amazing mobile phone..,5,Positive
168334,refrigerator,good watch,good smart watch to track daily details.,4,Positive
121145,books,nice book,Downloaded,4,Positive
138621,mobile,Super,It is good phone this price,5,Positive
120166,books,Five Stars,"Dale need no introduction, this is the book you need",5,Positive
129768,smartTv,Good product,Good product,4,Positive
132753,smartTv,Utter rubbish product,"Had high hopes for this product after seeing reviews from so many positive feedbacks from customers but was utterly disappointed as it failed to deliver what it's supposed to do. Voice interaction is utter rubbish as its not able to grasp the Indian slang and finding music through it is a pain. Content is not that great and integration with Alexa app is not that smooth. Not able to set customized tone for alarm and lots of other drawbacks. To Sum it all, it's waste of 3500 valuable bucks as there's no easy way to throw it off.",2,Negative
156631,mobile,Original and quick delivery,"Thank u Amazon for the original product, quick delivery and awesome deal. And the Iphone XR is the best phone for its battery back up,camera,and fast processing.",5,Positive
116012,mobile,Worth for money,Battery life needs still improvement Earphone and connector option is to be provided,5,Positive
162517,mobile accessories,Bad products,"Very bad mobile do not buy camera quality very bad, more than 4 hours take to fully charged.",1,Negative
121783,mobile,Value for money product,Everything is more than 5 🌟,5,Positive
126505,mobile,Good,Good,5,Positive
123673,mobile,Clone,Feel like clone product,1,Negative
148126,smartTv,Must have,Ohhhh superb.,5,Positive
146777,mobile,Best mobile,No dislikes,5,Positive
158770,smartTv,Reasonable product,"The smartphone is up to the mark,u will get almost everything(what u basically need) in that amount.delivery was good as ever,I haven't face any trouble about delivery.the delivery boy was good.got the product within 24hrs of order",5,Positive
163858,smartTv,brand is great,Very high sounds but battery backup is 2 and 1/2hrs,5,Positive
124743,mobile accessories,V Nice,Gazab K phone h,5,Positive
124790,mobile accessories,Five Stars,Genuine product.,5,Positive
169840,smartTv,screen bleeding and blue color on the picture,screen bleeding and blue color on the picture after using tv 2-4 hours whenever tv on,1,Negative
123711,mobile accessories,Awesome phone at a reasonable Price,"Finally Samsung has launch a phone that can be compare with Xiaomi and others in terms of price, quality and features. I bought it for my Sister and she is Very Happy.",4,Positive
126603,smartTv,Go for it,Good,4,Positive
130475,mobile accessories,Redmi note 5 pro,Good product.,5,Positive
118341,smartTv,Good phone for this price,"Bought for my father, aa first smart phone for him.",4,Positive
112661,mobile,Good phone but not up to the mark,Amazon did not provided the original bill of Apple Xr to me in soft copy at my email nor hard cooy to my house. Please provide the same at the earliest. Rest phone specifications lies between 2 to 3 star only.,3,Neutral
114555,smartTv,Good one,Awesome product at this price.. good one,5,Positive
115650,mobile,Nice but faulty,Battery is poor,2,Negative
126687,mobile,Ok,Good,4,Positive
142423,mobile accessories,Superb mobile,Lucky to have a good branded mobile with low price,5,Positive
151759,mobile,Iphone xr,Product damage,1,Negative
156028,smartTv,Must buy,Superb,5,Positive
138055,mobile,Fraud,Instead of 3 Phones we have recd Vim Bar inside the box. Attached is the picture for your reference.,1,Negative
146812,mobile,Worth it!,No drawbacks !,5,Positive
161863,smartTv,Good,Value for money,5,Positive
110861,mobile accessories,Superb phone,A small monster phone. 1.superb camera .rear and front. 2.its 6.08 inch phone size gives classy look and very handy.. 3. Battery backup 24 hrs. 4. It take 2 and half hour for full charging. 5.a great phone by mi..thanks ___Cons___ A little heating while charging this phone.so i just advice to mi .give a software update for reduce this.,4,Positive
126851,mobile accessories,Good,Good,5,Positive
131495,smartTv,She is fantastic and very loud,Got this delivered today and she is fantastic. Very loud and Cristal clear. Works very good with amazon music and many many more features that we could just imagine. I m happy with her at price 2999.,5,Positive
149848,mobile accessories,Overall nice product,Overall this is nice product.good in camera sensing and fingerprint.bt as compared to redmi this is better product only difference is in processor.This product have kirin processor so it is not good as compared to redo n realme and it's battery backup not so longer.Only these two things are not good bt overall it is excellent product.,4,Positive
149796,smartTv,Superb,"Overall product, worthy for buy",5,Positive
130604,refrigerator,Need to improve battery backup. Rest are good.,Good product... Value of money,4,Positive
132819,smartTv,Installation unsatisfied,Hanging kit not received with box. How can we install on wall.,2,Negative
140649,smartTv,Five Stars,Its nice. i am happy :),5,Positive
153204,smartTv,One Star,Received defective product. Not trustworthy.,1,Negative
148110,mobile,As expected!!!,Obviously it’s an awesome product I guess there is no reason for reviewing this product,5,Positive
120515,mobile accessories,Nice but need to work on battery,Did not converted in to EMI,4,Positive
137241,mobile,Can I get one for free,I would like to use this phone. But I don't have enough credit to buy this one. I will feel grateful if you like to share one with me. 🙂😁,5,Positive
134830,smartTv,Ok ok,I got it for 1260rs. Sound quality is not as my expectations but I think best at this price.,3,Neutral
129170,mobile,Good phone at this price,Good phone at this price. I got It 12750 INR after all discount. Battery: 4.5/5 Screen: 4.5/5 Camera: 3/5 . It is not really 48 MP . It seems like around 18 MP. Touch Response and performance: 3/5,3,Neutral
159109,smartTv,Great speakers!!,These are great bluetooth speakers with terrific sound clarity even at the max volume. Packed with all the necessary features. Easy to connect and carry. In short this is chota speaker bada dhamaal. My perfect companion for travels.,5,Positive
169385,mobile,good,not bad,4,Positive
152903,books,Best,Really best book i even read.,5,Positive
127034,smartTv,Good,Good,5,Positive
166692,smartTv,Super,Wow Mobile,5,Positive
152315,mobile,Value for money,"Pros 1. Value for money 2. Good camera (Except Low light Camera lense) 3. Good quality display 4. Great design 5. Android one gives latest and new features. Cons 1. Battery should be 4,000 mAh 2. There are some bugs, Mi and Google should be fixed. 3. Missing headphone jack in ""Budget Mobile segment""",4,Positive
122379,books,Five Stars,Excellent book.....must read....,5,Positive
140380,books,Four Stars,"Its a priceless book,,Worth buying guys!!",4,Positive
143397,smartTv,Amazing echo dot,My favorite of all amazon product... Value for money.. Loved it 😍,5,Positive
165944,mobile accessories,Nice product,Works well. Nice look and specifications as well as performance.,4,Positive
117038,books,Best gk book,Best gk book.,5,Positive
168298,mobile,good product good service by amozon,good product good service by amozon,5,Positive
134643,refrigerator,Samsung 192 ltr Refrigerator.,I don't like this item. Storage capacity is very less than shown in picture. Lot of ice and water very frequently.,2,Negative
125964,mobile accessories,Good,Good,3,Neutral
155122,smartTv,Bahut Sacha hai,Sound think hai picture aur aacha ho Sakta hai,4,Positive
162713,books,Good,Very fast delivery.Very good paper quality,5,Positive
117263,mobile,Best buy,Best mobile budget friendly 👌.,5,Positive
166450,smartTv,Nice,Worth for price,5,Positive
112812,smartTv,Nice product,An excellent product. Has all the mentioned features.,5,Positive
130041,mobile,Value for money,Good product Battery life is good charging is good fast charging looks good handy power bank,5,Positive
146109,mobile accessories,Review,Nice product bat full HD display or 6.4 inch display ho to Kya baat hy,5,Positive
112011,smartTv,Apple is Best.,Always apple is the best product.build quality and software works together.u can’t use this one for media purposes.its one time investment for office use.,5,Positive
132115,mobile,Thanks apple India. Very very thanks amazon for faster delivery and original product,Great phone for better photos and low light battery usage is much better than X Selfie and rear camera both r much better than iphone x,5,Positive
128431,smartTv,Value for all,Good laptop .... Got much cheap from other shopping site..... Value for money....144hz refresh rate... Make game for vr experience.....,4,Positive
158686,smartTv,Dissapointed slightly on the range.,"The range is an issue. It's not more than 12-15 feet from the device it is played. Even the sound breaks in between. Also, if FM is playing, the AUX cord provided with the speaker doesn't suffice. One needs a longer AUX cable to receive the signals, even then the reception is not very clear.",3,Neutral
135050,smartTv,TV to SmartTV + Alexa Capabilities. What else is left? | Review | Guide | 1080p vs 4K | GoodBye DTH,"I had this device in wish list since launch. Was very excited to find it being launched in our country. With cost of internet going down significantly & good content availability since few years, Amazons FireTV is undoubtedly the best option. My TV was already smart along with Mira-cast support so I avoided it for long. Then LG stopped supporting this model & its app store degraded with time having less or no content/apps. I still ignored this as I was very much occupied with mobile and content. Then came another headache with TRAI rules which significantly increased pricing of DTH packages, with 1/4th of earlier channels at same price. So I thought now is the time to switch to this wonderful fire TV device & extend things beyond DTH channels with several of streaming services at our disposal, all via big screen instead of small mobile screen. ••••••••••••••••••••••••• INTRO TO FIRE TV ••••••••••••••••••••••••• A perfect streaming device which brings in Alexa voice smartness & goodness of Internet TV with curated content by several providers. As add on you also get Screen Mirroring (Miracast) & Cast. It’s a world of entertainment contained in small Android platform based standalone HDMI stick with 1000’s of movies, TV shows, apps etc, all in Full HD (1080p). Number of apps are preinstalled with a lot of FREE content and you are free to install others. P.S. Min connection speed of 4Mbps is recommended for pleasant experience. ••••••••••••••••••••••••• INBOX CONTENTS ••••••••••••••••••••••••• 1. Fire TV stick 2. Alexa enabled voice remote with IR support (connects via BT) 3. Power adapter (5V | 1A | 5W) 4. USB cable (~ 5 feet or 58.5 inches or 148.5 cm) 5. HDMI extender (~ 4.25 inches or 11 cm) 6. Quick start guide 7. 2AAA batteries ••••••••••••••••••••• ABOUT DEVICE ••••••••••••••••••••• Fire TV Dimensions: 85.5 mm x 30 mm x 12 mm | Weight: 31.2 g Remote Dimensions: 38 mm x 142 mm x 16 mm | Weight: 65.5/43 g (with/without batteries) Ports: HDMI male connector, micro-USB female port Key Specs: Quad-core ARM 1.3 GHz processor, Mali 450 GPU, 8GB Internal Wi-Fi: Dual-band, Dual-antenna 802.11a/b/g/n/ac BT: Bluetooth 4.1 + LE Device storage available: 5.94 GB Software v5.2.6.7 | 4.89 GB free, v5.2.6.9 | 5.27 GB free •••••••• PROS •••••••• 1. Good quality, solid build device with easy setup (make sure to use high speed broadband instead of mobile hotspot, else be ready for ‘amazon home not reachable’ issue). 2. Fully capable standalone streaming device based on Android platform. 3. Highly capable Bluetooth remote with Alexa voice support. It does not require pointing to device. 4. Remote also has IR capability for general TV functions (on/off/volume/mute). This requires pointing to TV’s receiver. 5. Mobile app available to control device. So dependency on physical remote is less. 6. Intuitive, fast & snappy interface without significant lag. It lags if music or install task is running in background. 7. Rich curated free content with almost all of streaming services supported. Prime, Netflix, Hotstar, SonyLiv, Spotify, Gaana etc. Premium content requires subscription. 8. Capable Amazon app store to find many of required apps. 9. Since android based, you can just side load any other android app.Compatibility is another thing. 10. Supports Screen cast/Mirroring/Mira-cast. So covers up Chrome-cast as well. 11. Web browser available to virtually support any content on web, if app not available. E.g. YouTube 12. Wake up of fireTV via home button also switches on TV if not on. (HDMI CEC required) 13. Alexa can also switch on TV. “Alexa, Turn on TV” (HDMI CEC required) 14. Deep integration with Prime video and music. Alexa voice or fireTV search will not work for content of other apps. It though works fine for music across other apps. 15. It comes preregistered to Amazon account used to make purchase. 16. Compatible with smart home devices via Alexa enabled remote. E.g. Philips Hue, Smart switches, Cameras etc. 17. Sufficiently long USB power cable. 18. Remote range is more than 55 feet. I was able to check up to 55 feet and it worked well. 19. Video quality setting, low, medium, high to have a check on data usage. To set, Settings → Preferences → Data monitoring → Video quality •••••••• CONS •••••••• 1. Biggest issue is the search which is exclusive to Prime content. For rest it displays browser or YouTube link. For such a streaming device, search should extend across all apps. P.S. It works ok for playing music across other apps. If songs not found on prime, it searches it on others and play accordingly or you can even specify app. 2. Limited storage with no card support. So you are left with only ~5 GB for deployment. 3. Since it’s just another HDMI device connected to TV so if you switch inputs and does not exit streaming content on Fire TV, it keeps on running and consuming data. 4. Sending device to sleep does not auto switch off TV unlike waking up which switches it on. It need to be manually done. 5. No Google Playstore support & Amazon store has limited apps. 6. No YouTube native app. 7. Costly accessories be it remote or Ethernet adapter. 8. Screen mirror is slow with ~1 sec delay but so happens with TV’s built in Miracast too. You just can’t avoid this lag due to high bandwidth & processing requirement. Here cons are having slight affect on functionality of device. For that 1 star deducted. So a 4 star device. ••••••••••••••• FEATURES ••••••••••••••• ▶ SMART TV # Simply converts dumb TV to smart TV by proving world of internet & entertainment on screen # Comes with a lot of goodness of Android platform ▶ ALEXA VOICE REMOTE & SMART HOME # Now a day’s Alexa works well in Indian context and can very well understand the accent. # Alexa enabled remote is there to impart smartness to home too with voice control for smart home devices like Philips Hue, Smart switches, Smart bulbs etc # All Alexa skills work here. Like booking cab, ordering food, news flash, weather update etc ▶ IR FEATURE IN REMOTE # Can control compatible TV with same remote. No need to manage multiple remotes. Supported options: on/off, volume +/- & mute. ▶ Wi-Fi & BT connectivity # Wi-Fi simply helps it to connect to internet # BT helps it to connect to remote and other devices like keyboard, or headsets (I was unable to make BT mouse work with fireTV) ▶ STREAMING APPS # Prime Video, Netflix, Hotstar, SonyLiv, Zee5, Voot etc for video content while Prime Music, Gaana, Spotify etc for audio content. # Subscription may be required for premium content while some may be ad supported. Lots of free content available on all of apps though. # At least one subscription of your choice is recommended. Prime may be a good choice owing to extra benefits. # Regular TV shows are available without subscription on all of apps after 1 day. # News channel live app are available. ▶ SCREEN CAST / SCREEN MIRRORING / MIRACAST # Many TV’s don’t have Miracast support built in, which helps to mirror mobile or laptop screen on to TV # Fire TV stick comes with screen cast support letting you mirror content playing on device to enjoy on TV’s big screen # To mirror, either long press home button and select 'Mirroring' or choose that option from settings. Then toggle use corresponsing option on mobile or laptop. ▶ CAST # It’s different from screen cast in way that, screen cast just mirrors whatever’s on mobile screen to TV while cast only casts relevant content be it video or audio on Fire TV via its app. # Many of apps on mobile like Prime music, Prime Video, Netflix etc will have cast or watch now option. ▶ SOFTWARE & FIRE OS # Interactive interface with apps and content on main screen. # Top part have tabs that split up main screen into Home, Movies, TV Shows, Apps, and Settings. # Below you have recent, my apps & games etc # You can configure data tracking & parental control during initial setup or from settings # Video quality, reboot, reset to factory settings, deregister device etc options also available. # Equipment control is wonderful thing. It lets your FireTV device control TV & AV receiver, power on, volume control etc. (this is done via HDMI CEC or IR) # While on other TV inputs, pressing home button takes TV to FireTV input. # Screensaver option is nice to have. You can have your own set of images by uploading to available cloud storage. # Regular updates provided by Amazon. ••••••••• SETUP ••••••••• 1. Connect Fire TV to HDMI port of TV directly or via HDMI extender. 2. Connect USB cable to Fire TV and adapter. 3. Insert adapter in socket. 4. Switch on power supply. It boots up with ‘Amazon’ text followed by colourful ‘FireTV stick’ text. 5. Install batteries in remote & follow on screen instructions to pair it. A press of home button required on prompt. 6. Follow on screen instructions for initial setup, Wi-Fi configuration etc. 7. If not preregistered, follow on screen instructions for same. 8. Enjoy the world of internet based content & you will just forget DTH, cable TV and all. •••••••••••••••••••••• PERFORMANCE •••••••••••••••••••••• ▶ Device boot time: 40-50 sec ▶ App Install & launch: # Firefox: Install 11 sec, launch 8 sec # Silk: Install 50 sec, launch 5 sec # Netflix: Install 30 sec, launch 15 sec # Hotstar: Install 30 sec, launch 12 sec # Spotify: Install 10 sec, launch 7 sec # ES explorer: Install 48 sec, launch 7 sec ▶ System Update time: 3-4 min ▶ System interface is smooth except for if music or any download/ install task in running in background. ▶ Remote Battery backup (TBU) •••••••••••• REMOTE •••••••••••• BT Range: 55 feet + IR functionality tested ok: MI Smart TV (4A), LG Smart TV 47” (LA 6200), and LG Home Theatre 1. Easy pairing of remote. Just follow on screen instructions. Press home button on prompt, amber led flashes & upon pairing blue led flashes. 2. No need to point the remote to stick as it connects via BT 3. Press and hold home button to bring up shortcut menu. (Apps, Sleep, Mirroring, Settings) 4. Press and hold voice button, to give voice commands or interact with Alexa. 5. IR control viz on/off, volume up/down, mute requires pointing to TV or other device. 6. IR setup is launched on first start up. Plays an audio & asks to adjust volume. Switches different IR codes to find compatible one. Works similar to MI phones IR remote app configuration. 7. Remote firmware is also updated from time to time. Takes approx. 2-3 min. ••••••••••••••••• FIRE TV APP ••••••••••••••••• There’s wonderful app on Playstore which works as an alternative to remote with full functionality including Alexa voice. In fact it will ease up your typing across FireTV interface with regular keyboard on mobile screen. Also helpful in copy paste operations across Fire OS. Just connect stick to Wi-Fi and app discovers it. So only thing you need to key in via TV screen keyboard is Wi-Fi password. For rest there is app. ;) •••••••••••••••••••••••••••••••••••••••••••••••••• AMAZON FIRE TV APP STORE & APPS •••••••••••••••••••••••••••••••••••••••••••••••••• Having a built in store is a plus as you don’t need to fiddle around for apps. Amazon app store is quite good with a good set of required apps for devices core functionality. Prime apps come preinstalled. Some useful apps are listed. VIDEO:: Prime Video, Netflix, Hotstar, SonyLiv, Zee5, Voot, Jio Cinema, Eros Now, VLC, MX Player MUSIC:: Prime Music, Gaana, Spotify WEB BROWSER:: Silk, Firefox FILE EXPLORER:: ES Explorer NEWS:: AajTak Live, ABP Live, NDTV, Aljazeera, BBC News, NBC News Still it’s limited and not as rich as Playstore. So for others, since device is android based, use your imagination. You can side load just any apk via wireless transfer. Download via web browser is disabled. Compatibility matters here as all are not optimized for TV experience. E.g. some really useful apps but not compatible: AirtelTV, JioTV, TataSkyTV For side loading, a) Install ES Explorer on mobile & FireTV. b) On your Fire TV, go to Settings → Device → Developer Options & turn on 'Allow apps from Unknown Sources’. c) Download desired apk on mobile. d) Transfer to FireTV using ES to ES LAN transfer and install. •••••••••••••••••••••••••••••• FIRE TV VS FIRE TV 4K •••••••••••••••••••••••••••••• 4K version of Fire TV comes with some goodies like 4K content support, slightly better processor to support 4K content, HDR videos, Dolby Atmos, BT 5.0 etc but are they worth 2k extra you need to pay? ▶ Major hurdle here is 4K content availability. Our country is still catching up with Full HD content. 4K is far from reality for at least a few years. Rest features can be easily neglected. ▶ Then comes internet data. 1080p consumes approx. 2 GB per hour while 4K consumes approx. 7 GB per hour. Do you have that much data at your disposal? (Keep JioFiber’s preview offer aside, you will have to pay someday) ▶ 4K version lacks screen mirroring. So if its a big deal for you, then its. UPDATE: With latest update version 6.2.6.3 Miracast is now supported. You can always upgrade later on as these devices are not meant to last forever. Two or three years later, you will feel the need to upgrade. Getting a 4K stick then, will make a lot of sense. Even having a 4K TV at present is not a good idea. It’s a gimmick for now which looks good on store display with optimized 4K content, but useless in real world. ••••••••••••••••••••• FINAL VERDICT ••••••••••••••••••••• ▶ If you want to convert you old TV or even old smart TV (my case) with limited content to full featured smart TV with lots of content from different providers, Alexa goodness & smart home control, you are good to go with this Fire TV stick. ▶ In fact it can even act as replacement for DTH as all of channels are live with premium/subscription packages for apps or you can watch your favourite shows a day later on respective apps. ▶ If on previous generation of FireTV stick, upgrade only if you need new remote with IR functionality. Rest hardware is same. ▶ Then there’s 4K version of Fire TV. General suggestion would be to avoid it for now and save some bucks for subscription services, unless you want extra performance. 4K stick's performance is 1.5 to 2 times as compared to 1080p stick. But an average user won't notice the difference. Future proofing is another thing. As every electronic device tends to slow down after say a year or two. ▶ We also have MI TV box and other android TV boxes available. MI TV box is not officially launched here while other boxes are have quality issues.",4,Positive
169778,books,"guys wanna change ua lyf to a beautiful 1, go wid this","really life changing book!!! guys wanna change ua lyf to a beautiful 1, go wid this :)",5,Positive
129626,mobile,Im gives you 4 star,Good product,5,Positive
148852,refrigerator,Best in the segment,One of the best product in the given price... Don't compare with any another brand with high price ratio...they won't give this product at this price...,4,Positive
133295,mobile accessories,Not happy,"Hi,As par your notification product warranty is 1year .I purchased this product.it was I used 6month then after this product not worked.",2,Negative
157740,mobile,Awesome,"The main plus point is the battery back,, which is awesome.. and the other features are also good.. and the notch display is so good.. looking premium",5,Positive
167237,smartTv,Five Stars,awesome,5,Positive
157748,smartTv,Wouldn't put my money on it if looking for a decent sound speaker,"The maximum volume reaches to a level little higher than most laptop speaker would, if you have a fan turned on in the room then this speaker is not gonna be of much use, also Bluetooth connectivity is troublesome, I have to pair the device almost every time I'm trying to connect it with my laptop.",3,Neutral
158995,mobile accessories,Connection problem,There is alot of connectivity issues Don't know whether it's only mine or others also Disconnects automatically and then connects the same repeats again and again,2,Negative
112830,mobile,Waste of money,"Android Oreo 8 itself required 2GB RAM and consuming entire RAM. no memory for applications. Videos play are not good. Not good for Amazon prime videos and hooq. Bloatware found difficult to remove. Not good for e-commerce and mobile banking. Internet browsing experience is unhappy. Poor performance because lack of memory. Just useful for basic phone calls. Only some small applications run without lagging. Worst and limited user interface. Very costly basic phone. Reliance Jio basic phone is far better than this one. This is my first highly unsatisfied purchase from Amazon. My recent 10 or G,even my old GIONEE M2 is better than this. I am not understanding how companies are releasing Oreo 8 phones with 2GB RAM. The hardware configuration may good but difficult to judge because of less RAM. *My personal suggestion* Don't buy any phone with 2GB RAM with Android Oreo 8, what ever the hardware configuration may be. You need atleast 3GB RAM.",2,Negative
155272,mobile,Unable to justify the price.,"Still it's very expensive, unable to justify it's price. Better to go for other brands. Technology and software experience is much better on Android nowadays.",1,Negative
144588,mobile accessories,Cool,"Nice Product, according to price",4,Positive
152618,smartTv,Pocket Sound Box,Quality is fine.,5,Positive
166281,smartTv,No content is free and nonprime video app,Worst purchase no content is there and most of the apps given in play store are not useful at all.👎🏻,1,Negative
121317,smartTv,Good Product,"Easy to use, Less RAM, few pre-installed App, can't un-install pre-installed Apps, and also can't install more than three Apps.",5,Positive
151146,mobile,Good quality!!!,"Picture quality is very nice and the most important thing performance is osm,,,, mainly playing pubg mobile is very very smooth and high graphics...",5,Positive
140199,mobile,Perfect -owsam,It's very stylish in this rare. Its camera quality is like professional camera. Even both camera .fingerprint reader is really fast. 6000mah it's really huge capacity and this capacity battery charged very fast.its battery management is really owsam. Super amolate display gives real color of images. After long time I find perfect mobile in Samsung in my budget...I m very happy. I after buying my mobile I recommended another and also buy one more pics .,5,Positive
167777,smartTv,iphone,expecting much then it is.,4,Positive
118533,books,It's a must read for beginners who are new to reading!,"Brilliant book. If you are like me and are new to reading, then this would be a great first book.",5,Positive
157786,smartTv,The mobile is not working properly so pls contact me ...,The mobile is not working properly so pls contact me and change the pc there is noice in its button and not working properly so pls help me in that.,1,Negative
123340,mobile,Never better than this at this Range,"Fabulous looks , battery power is Great. Rapid charging makes my phone honor 7x as 50% charged within half an hour. Using for 7 days so I can't comment on battery life. Overall trust me it's totally value for your money. So go through it without any hesitation",5,Positive
113361,mobile accessories,Average,Average,4,Positive
135345,mobile accessories,Still a flagship killer,"I have not used one plus earlier. Used Asus, which is pathetic in network services. Recently I broke that phone (out of frustration) and was waiting for k20 pro. And when I saw that old touch, sound, camera, advertisement etc issues in their review, I bought this one plus 7. It's nothing like I have used before, Pros: 1. The OS s is awesome, light and fast. 2. My office colleagues tested the camera and all of them came to a conclusion that it's the best that they have seen. And mind it, they are all smartphone freaks. Their review means a lot. 3. The phone is fast as light. Thanks to SD 855 4. Looks of the phone is simple yet premium, and it's build is quite stardy. 5. It's sorround sound system is worth it. 6. It's heptic touch engine is extraordinary 7. The days are gone when only sumsang phones made the best display, this phone has a very good contrast. Won't compare with the costlier ones, but the best in this price range. Cons: 1. Expected at least a punchhole notch instead of a teardrop one. Don't know why they didn't do it. 2. They could provide the wide angle lense for camera as well 3. Battery backup is about 1and half day, could be a bit better. --but what we are getting can still give shame to any other flagship devices... One plus has shown once more that they are the flagship killer. Extremely impressed.",5,Positive
151818,books,Five Stars,Product is as per expectation.,5,Positive
160929,mobile,Average,"Today I recive d phone, when I get charged this phone getting heated to much.. Picture quality is not to much good ...",2,Negative
131073,smartTv,Good tv,Good tv in this price range.,3,Neutral
133909,smartTv,Fire TV newb,I am using this all new fire TV stick since 1 week. I am quite happy about this product and vedio & audio quality just amazing.(Using Sony home theater system). One thing that i am not happy which is Alexa not up to the expectation.,4,Positive
120692,mobile,Unbeatable quality and design from Apple,Display is like a liquid and it has a very smooth touch and flow. Amazing camera and features. Apples quality is unbeatable. Phone itself looks elegant and has a great design features. Go for yellow and it looks stunning.,5,Positive
170463,mobile,very nice product my first iPhone very excited,very nice product my first iPhone very excited.,5,Positive
142279,mobile,Awesome product,Loved the product.,5,Positive
170151,books,a life changing book,this book will change your life for good. simply amazing. if you want freedom from worry and depression look no further. this book will definitely help. the tips and advices given in book are well experimented by author and its contributors and are based on real life situations. though it is bit long book but you will enjoy every page of it and will learn something new from every line written in it to combat worry.,5,Positive
141062,mobile accessories,Samsung Galaxy M30,"Josphin Fernandes M30 - 4+64 Samsung M30 is the combination of all the best features out there. To begin with the camera this time it comes Triple rear cameras, I really enjoyed using the wide angle feature because it is so much wider than any other cameras right now at this price, The live does a pretty good job while blurring the Background giving a really cool DSLR effect. Samsung is always known for it's display this one is no exception it comes with this really cool Amoled display with a Infinity U setup with amazing screen to body ratio. The battery in this phone is just amazing a 5000mah Battery which is enough for days easily. Overall very great phone at a low price.I recommend everyone to buy this phone. It fits in the budget and is ofcourse affordable",5,Positive
170233,mobile accessories,pls check after seen this products,touch is not working properly,1,Negative
117770,smartTv,Need replacement of product,"Best product in this price,sound quality is good, picture quality is good ,but when we plug in usb cable,it's showing some straight lines,can u pls replace the product",4,Positive
123301,mobile,Value for money product,Extremely satisfied with this product. Turely value for money.,5,Positive
129593,smartTv,Good product,Good product,5,Positive
162753,mobile,Very good,Very good,5,Positive
156892,mobile,Ok at this price range,The Mobile Phone is good but the camera module is prone to scratches due to the bump. No headphone jack . Poor battery.,3,Neutral
159223,mobile,100% duplicate product.,This Product is 100% duplicate. only one earphone is working when I received the product. I want cancel this order. Amazon should take care about this type of fake products.,1,Negative
132920,mobile,Must have for everyone,Has finest charging power and perfect for traveling with great battery life Hit like if you agree,5,Positive
118814,mobile accessories,Good,Cam quality - good Build quality - good Performance - good Display quality is average compare to hueawi mobile display Charging - good Cost littlebit hight... worth for 30k,5,Positive
145802,mobile,This phone is avg..,Nice product,4,Positive
125588,mobile,Good,Good,3,Neutral
155482,mobile,Super,Super,5,Positive
149913,smartTv,TECHNICALLY OBSELETE,"PEODUCT STOPPED WORKING, RED LIGHT CONTINUIUSLY BLINKING SINCE 2 DAYS, DONE EVERYTHING TO RESTART/REBOOT BUT NOTHING HAPPENING",1,Negative
166997,mobile,Is my order to bill,You have a not bill,5,Positive
153208,mobile,Faulty device - Amazing Amazon agents,"Received faulty product- both SIM tray anf and Wi-Fi connection didn't work. On the other hand, stupid Amazon agents promise resolution without even knowing the issue. I been without a mobile over 5 days now - when the replacement will arrive, no one knows.",1,Negative
132984,mobile,Awesome!,Have tried many earphones but this one is the best of all. Affordable and perfect quality! Just what I wanted. Perfect bass!,5,Positive
144535,mobile accessories,Love it,Nice Mobile ...,5,Positive
149335,refrigerator,Good,Over all good,3,Neutral
